id,class,folder,signer,fps,video_length,n_frames,fframe_shape,lframe_shape,word_boundaries
1298,c013,c013_65,7,29.55385052571753,3.519,104,"(360, 640, 3)","(64, 64, 3)","48,89"
1299,c013,c013_66,7,29.65355255431591,3.406,101,"(360, 640, 3)","(64, 64, 3)","49,91"
1300,c013,c013_67,7,29.500301023479828,3.322,98,"(360, 640, 3)","(64, 64, 3)","48,88"
1301,c013,c013_68,7,29.23644621061595,3.523,103,"(360, 640, 3)","(64, 64, 3)","48,89"
1302,c013,c013_69,7,29.56567242281528,3.822,113,"(360, 640, 3)","(64, 64, 3)","57,95"
1303,c014,c014_61,7,29.63648992822413,4.319,128,"(360, 640, 3)","(64, 64, 3)","48,116"
1304,c014,c014_62,7,29.65764331210191,5.024,149,"(360, 640, 3)","(64, 64, 3)","58,136"
1305,c014,c014_63,7,29.69383991147179,5.4220000000000015,161,"(360, 640, 3)","(64, 64, 3)","64,142"
1306,c014,c014_64,7,29.441624365482234,4.925,145,"(360, 640, 3)","(64, 64, 3)","54,128"
1307,c014,c014_65,7,29.50760318609703,5.524,163,"(360, 640, 3)","(64, 64, 3)","52,147"
1308,c014,c014_66,7,29.44043673230649,5.129,151,"(360, 640, 3)","(64, 64, 3)","47,140"
1309,c014,c014_67,7,29.453585212268944,4.923,145,"(360, 640, 3)","(64, 64, 3)","48,131"
1310,c014,c014_68,7,29.47033054559936,5.022,148,"(360, 640, 3)","(64, 64, 3)","51,132"
1311,c014,c014_69,7,29.55062073789124,5.7189999999999985,169,"(360, 640, 3)","(64, 64, 3)","51,157"
1312,c015,c015_61,7,29.37774693499885,4.323,127,"(360, 640, 3)","(64, 64, 3)","52,115"
1313,c015,c015_62,7,29.632905793896505,4.522,134,"(360, 640, 3)","(64, 64, 3)","60,120"
1314,c015,c015_63,7,29.36826537080077,4.7330000000000005,139,"(360, 640, 3)","(64, 64, 3)","55,124"
1315,c015,c015_64,7,29.44507361268403,4.415,130,"(360, 640, 3)","(64, 64, 3)","59,117"
1316,c015,c015_65,7,29.40526199425161,4.523,133,"(360, 640, 3)","(64, 64, 3)","52,116"
1317,c015,c015_66,7,29.4182702941827,4.521,133,"(360, 640, 3)","(64, 64, 3)","55,123"
1318,c015,c015_67,7,29.499151103565374,4.712,139,"(360, 640, 3)","(64, 64, 3)","57,129"
1319,c015,c015_68,7,29.411764705882355,4.522,133,"(360, 640, 3)","(64, 64, 3)","54,121"
1320,c015,c015_69,7,29.652578003983177,4.519,134,"(360, 640, 3)","(64, 64, 3)","62,118"
1321,c016,c016_61,7,29.63443651308674,4.623,137,"(360, 640, 3)","(64, 64, 3)","60,113"
1322,c016,c016_62,7,29.69931746910164,5.421,161,"(360, 640, 3)","(64, 64, 3)","75,144"
1323,c016,c016_63,7,29.54788180847277,5.6179999999999986,166,"(360, 640, 3)","(64, 64, 3)","79,147"
1324,c016,c016_64,7,29.52101661779081,5.115,151,"(360, 640, 3)","(64, 64, 3)","63,133"
1325,c016,c016_65,7,29.66432474629196,5.124,152,"(360, 640, 3)","(64, 64, 3)","51,133"
1326,c016,c016_66,7,29.47368421052632,5.225,154,"(360, 640, 3)","(64, 64, 3)","64,139"
1327,c016,c016_67,7,29.51127819548872,5.32,157,"(360, 640, 3)","(64, 64, 3)","64,140"
1328,c016,c016_68,7,29.534335930422177,5.519,163,"(360, 640, 3)","(64, 64, 3)","61,147"
1329,c016,c016_69,7,29.47033054559936,5.022,148,"(360, 640, 3)","(64, 64, 3)","57,131"
1330,c017,c017_61,7,29.624604251469925,4.422,131,"(360, 640, 3)","(64, 64, 3)","62,118"
1331,c017,c017_62,7,29.354682193110147,4.122,121,"(360, 640, 3)","(64, 64, 3)","62,110"
1332,c017,c017_63,7,29.69290217612365,4.917,146,"(360, 640, 3)","(64, 64, 3)","63,130"
1333,c017,c017_64,7,29.640848117697967,4.622,137,"(360, 640, 3)","(64, 64, 3)","61,124"
1334,c017,c017_65,7,29.65853658536585,5.125,152,"(360, 640, 3)","(64, 64, 3)","67,137"
1335,c017,c017_66,7,29.40540540540541,4.625,136,"(360, 640, 3)","(64, 64, 3)","69,123"
1336,c017,c017_67,7,29.699023320709586,5.017,149,"(360, 640, 3)","(64, 64, 3)","67,134"
1337,c017,c017_68,7,29.65069049553209,4.924,146,"(360, 640, 3)","(64, 64, 3)","71,137"
1338,c017,c017_69,7,29.43085912140229,4.621,136,"(360, 640, 3)","(64, 64, 3)","64,120"
1339,c018,c018_61,7,29.69931746910164,5.421,161,"(360, 640, 3)","(64, 64, 3)","58,112,149"
1340,c018,c018_62,7,29.699842022116904,6.33,188,"(360, 640, 3)","(64, 64, 3)","62,130,175"
1341,c018,c018_63,7,29.64771538193233,5.734,170,"(360, 640, 3)","(64, 64, 3)","55,116,158"
1342,c018,c018_64,7,29.535864978902953,5.925,175,"(360, 640, 3)","(64, 64, 3)","51,116,164"
1343,c018,c018_65,7,29.518290474465772,5.522,163,"(360, 640, 3)","(64, 64, 3)","51,109,149"
1344,c018,c018_66,7,29.59450621321125,6.1160000000000005,181,"(360, 640, 3)","(64, 64, 3)","54,128,170"
1345,c018,c018_67,7,29.535127577770012,5.722,169,"(360, 640, 3)","(64, 64, 3)","50,121,158"
1346,c018,c018_68,7,29.58079783637593,5.916,175,"(360, 640, 3)","(64, 64, 3)","49,120,166"
1347,c018,c018_69,7,29.518290474465772,5.522,163,"(360, 640, 3)","(64, 64, 3)","51,113,152"
1348,c019,c019_61,7,29.69944869286857,5.6229999999999976,167,"(360, 640, 3)","(64, 64, 3)","49,85,152"
1349,c019,c019_62,7,29.53803881160913,5.823,172,"(360, 640, 3)","(64, 64, 3)","61,95,151"
1350,c019,c019_63,7,29.62119054400456,7.022,208,"(360, 640, 3)","(64, 64, 3)","63,121,190"
1351,c019,c019_64,7,29.546196539340514,6.126,181,"(360, 640, 3)","(64, 64, 3)","66,105,165"
1352,c019,c019_65,7,29.50756849971259,5.2189999999999985,154,"(360, 640, 3)","(64, 64, 3)","52,87,140"
1353,c019,c019_66,7,29.688087185268692,5.322,158,"(360, 640, 3)","(64, 64, 3)","54,96,146"
1354,c019,c019_67,7,29.69989115223137,6.431,191,"(360, 640, 3)","(64, 64, 3)","59,108,180"
1355,c019,c019_68,7,29.53901238251529,6.7029999999999985,198,"(360, 640, 3)","(64, 64, 3)","69,118,187"
1356,c019,c019_69,7,29.699791298763838,6.229,185,"(360, 640, 3)","(64, 64, 3)","64,100,173"
1357,c020,c020_61,7,29.34702861335289,2.7260000000000004,80,"(360, 640, 3)","(64, 64, 3)","31,68"
1358,c020,c020_62,7,29.69283276450512,2.93,87,"(360, 640, 3)","(64, 64, 3)","40,75"
1359,c020,c020_63,7,29.500301023479828,3.322,98,"(360, 640, 3)","(64, 64, 3)","48,78"
1360,c020,c020_64,7,29.693782864212803,3.233,96,"(360, 640, 3)","(64, 64, 3)","49,85"
1361,c020,c020_65,7,29.450694904037064,3.022,89,"(360, 640, 3)","(64, 64, 3)","38,79"
1362,c020,c020_66,7,29.244747302668944,3.522,103,"(360, 640, 3)","(64, 64, 3)","48,90"
1363,c020,c020_67,7,29.69406118776245,3.334,99,"(360, 640, 3)","(64, 64, 3)","43,87"
1364,c020,c020_68,7,29.580440688198014,3.313,98,"(360, 640, 3)","(64, 64, 3)","50,88"
1365,c020,c020_69,7,29.51490356516657,3.422,101,"(360, 640, 3)","(64, 64, 3)","49,88"
1366,c021,c021_61,7,29.482071713147413,5.02,148,"(360, 640, 3)","(64, 64, 3)","37,74,143"
1367,c021,c021_62,7,29.69400688031867,5.523,164,"(360, 640, 3)","(64, 64, 3)","41,80,152"
1368,c021,c021_63,7,29.69383991147179,5.4220000000000015,161,"(360, 640, 3)","(64, 64, 3)","63,103,148"
1369,c021,c021_64,7,29.384544192503466,4.322,127,"(360, 640, 3)","(64, 64, 3)","31,66,115"
1370,c021,c021_65,7,29.66189587222568,4.8210000000000015,143,"(360, 640, 3)","(64, 64, 3)","49,78,132"
1371,c021,c021_66,7,29.69383991147179,5.4220000000000015,161,"(360, 640, 3)","(64, 64, 3)","66,98,152"
1372,c021,c021_67,7,29.6627387240959,4.922,146,"(360, 640, 3)","(64, 64, 3)","44,71,136"
1373,c021,c021_68,7,29.69885773624091,4.815,143,"(360, 640, 3)","(64, 64, 3)","50,83,131"
1374,c021,c021_69,7,29.47033054559936,5.022,148,"(360, 640, 3)","(64, 64, 3)","49,79,138"
1375,c022,c022_61,7,29.925187032418947,4.01,120,"(360, 640, 3)","(64, 64, 3)","57,102"
1376,c022,c022_62,7,29.82233502538072,4.728,141,"(360, 640, 3)","(64, 64, 3)","60,121"
1377,c022,c022_63,7,29.669454400637196,5.022,149,"(360, 640, 3)","(64, 64, 3)","64,125"
1378,c022,c022_64,7,29.686864579097193,4.918,146,"(360, 640, 3)","(64, 64, 3)","52,124"
1379,c022,c022_65,7,29.65764331210191,5.024,149,"(360, 640, 3)","(64, 64, 3)","45,124"
1380,c022,c022_66,7,29.746688356960263,4.303,128,"(360, 640, 3)","(64, 64, 3)","44,99"
1381,c022,c022_67,7,29.80132450331126,4.228,126,"(360, 640, 3)","(64, 64, 3)","44,97"
1382,c022,c022_68,7,29.640848117697967,4.622,137,"(360, 640, 3)","(64, 64, 3)","42,100"
1383,c022,c022_69,7,29.835902536051712,4.022,120,"(360, 640, 3)","(64, 64, 3)","35,79"
1384,c001,c001_71,8,29.66652230402772,4.618,137,"(360, 640, 3)","(64, 64, 3)","32,68,117"
1385,c001,c001_72,8,29.705071079991512,4.713,140,"(360, 640, 3)","(64, 64, 3)","31,65,117"
1386,c001,c001_73,8,29.44915254237288,4.72,139,"(360, 640, 3)","(64, 64, 3)","34,65,120"
1387,c001,c001_74,8,29.494686618954677,4.6110000000000015,136,"(360, 640, 3)","(64, 64, 3)","32,62,117"
1388,c001,c001_75,8,29.624604251469925,4.422,131,"(360, 640, 3)","(64, 64, 3)","32,61,114"
1389,c001,c001_76,8,29.63590177815411,4.724,140,"(360, 640, 3)","(64, 64, 3)","27,60,114"
1390,c001,c001_77,8,29.69475779694758,6.028,179,"(360, 640, 3)","(64, 64, 3)","43,89,160"
1391,c001,c001_78,8,29.694617850514607,5.9270000000000005,176,"(360, 640, 3)","(64, 64, 3)","42,85,160"
1392,c001,c001_79,8,29.69432314410481,5.725,170,"(360, 640, 3)","(64, 64, 3)","48,89,158"
1393,c002,c002_71,8,29.222676797194623,3.422,100,"(360, 640, 3)","(64, 64, 3)","38,80"
1394,c002,c002_72,8,29.57341010206752,3.821,113,"(360, 640, 3)","(64, 64, 3)","44,86"
1395,c002,c002_73,8,29.66101694915255,4.012,119,"(360, 640, 3)","(64, 64, 3)","47,88"
1396,c002,c002_74,8,29.244747302668944,3.522,103,"(360, 640, 3)","(64, 64, 3)","38,76"
1397,c002,c002_75,8,29.517241379310345,3.625,107,"(360, 640, 3)","(64, 64, 3)","45,84"
1398,c002,c002_76,8,29.566744730679158,3.4160000000000004,101,"(360, 640, 3)","(64, 64, 3)","40,75"
1399,c002,c002_77,8,29.163021289005545,3.429,100,"(360, 640, 3)","(64, 64, 3)","37,81"
1400,c002,c002_78,8,29.56567242281528,3.822,113,"(360, 640, 3)","(64, 64, 3)","44,93"
1401,c002,c002_79,8,29.40360610263523,3.605,106,"(360, 640, 3)","(64, 64, 3)","36,88"
1402,c003,c003_71,8,29.691211401425186,2.526,75,"(360, 640, 3)","(64, 64, 3)","26,58"
1403,c003,c003_72,8,29.69208211143695,2.728,81,"(360, 640, 3)","(64, 64, 3)","28,66"
1404,c003,c003_73,8,29.691211401425186,2.526,75,"(360, 640, 3)","(64, 64, 3)","28,61"
1405,c003,c003_74,8,29.36689549961861,2.622,77,"(360, 640, 3)","(64, 64, 3)","33,64"
1406,c003,c003_75,8,29.69283276450512,2.93,87,"(360, 640, 3)","(64, 64, 3)","34,66"
1407,c003,c003_76,8,29.69208211143695,2.728,81,"(360, 640, 3)","(64, 64, 3)","34,66"
1408,c003,c003_77,8,29.39166097060834,2.926,86,"(360, 640, 3)","(64, 64, 3)","30,65"
1409,c003,c003_78,8,29.537366548042694,2.81,83,"(360, 640, 3)","(64, 64, 3)","33,68"
1410,c004,c004_71,8,29.25292529252925,2.222,65,"(360, 640, 3)","(64, 64, 3)",40
1411,c004,c004_72,8,29.25292529252925,2.222,65,"(360, 640, 3)","(64, 64, 3)",41
1412,c004,c004_73,8,29.702970297029704,2.929,87,"(360, 640, 3)","(64, 64, 3)",48
1413,c004,c004_74,8,29.31461601981833,2.422,71,"(360, 640, 3)","(64, 64, 3)",43
1414,c004,c004_75,8,29.702970297029704,2.6260000000000003,78,"(360, 640, 3)","(64, 64, 3)",48
1415,c004,c004_76,8,29.623698959167328,2.498,74,"(360, 640, 3)","(64, 64, 3)",49
1416,c004,c004_77,8,29.702970297029704,2.525,75,"(360, 640, 3)","(64, 64, 3)",50
1417,c004,c004_78,8,29.29771650150797,2.321,68,"(360, 640, 3)","(64, 64, 3)",44
1418,c004,c004_79,8,29.702970297029704,2.525,75,"(360, 640, 3)","(64, 64, 3)",47
1419,c005,c005_71,8,30.00923361034165,4.332,130,"(360, 640, 3)","(64, 64, 3)","41,80,113"
1420,c005,c005_72,8,29.91840435176791,4.412,132,"(360, 640, 3)","(64, 64, 3)","37,79,113"
1421,c005,c005_73,8,29.85074626865672,4.422,132,"(360, 640, 3)","(64, 64, 3)","38,79,111"
1422,c005,c005_74,8,29.836609045702108,4.223,126,"(360, 640, 3)","(64, 64, 3)","36,75,104"
1423,c005,c005_75,8,29.83425414364641,4.525,135,"(360, 640, 3)","(64, 64, 3)","42,85,118"
1424,c005,c005_76,8,30.009025270758123,4.432,133,"(360, 640, 3)","(64, 64, 3)","40,78,114"
1425,c005,c005_77,8,29.838375466224623,4.8260000000000005,144,"(360, 640, 3)","(64, 64, 3)","37,80,118"
1426,c005,c005_78,8,29.85074626865672,4.623,138,"(360, 640, 3)","(64, 64, 3)","41,81,117"
1427,c005,c005_79,8,30.008826125330984,4.532,136,"(360, 640, 3)","(64, 64, 3)","42,77,113"
1428,c006,c006_71,8,29.641185647425896,1.923,57,"(360, 640, 3)","(64, 64, 3)","20,50"
1429,c006,c006_72,8,29.285099052540907,2.322,68,"(360, 640, 3)","(64, 64, 3)","29,65"
1430,c006,c006_73,8,29.318899413622013,2.217,65,"(360, 640, 3)","(64, 64, 3)","22,58"
1431,c006,c006_74,8,29.38840349483717,2.518,74,"(360, 640, 3)","(64, 64, 3)","30,65"
1432,c006,c006_75,8,29.239766081871352,2.2230000000000003,65,"(360, 640, 3)","(64, 64, 3)","20,56"
1433,c006,c006_76,8,29.702970297029704,2.424,72,"(360, 640, 3)","(64, 64, 3)","28,65"
1434,c006,c006_77,8,29.702970297029704,2.8280000000000003,84,"(360, 640, 3)","(64, 64, 3)","36,82"
1435,c006,c006_78,8,29.314767314034448,2.729,80,"(360, 640, 3)","(64, 64, 3)","37,75"
1436,c006,c006_79,8,29.702970297029704,2.727,81,"(360, 640, 3)","(64, 64, 3)","40,75"
1437,c007,c007_71,8,29.624604251469925,4.422,131,"(360, 640, 3)","(64, 64, 3)","39,112"
1438,c007,c007_72,8,29.384544192503466,4.322,127,"(360, 640, 3)","(64, 64, 3)","44,102"
1439,c007,c007_73,8,29.376062151007535,4.119,121,"(360, 640, 3)","(64, 64, 3)","41,96"
1440,c007,c007_74,8,29.338637493784184,4.022,118,"(360, 640, 3)","(64, 64, 3)","38,98"
1441,c007,c007_75,8,29.597830998644373,4.426,131,"(360, 640, 3)","(64, 64, 3)","48,102"
1442,c007,c007_76,8,29.640848117697967,4.622,137,"(360, 640, 3)","(64, 64, 3)","49,113"
1443,c007,c007_77,8,29.384544192503466,4.322,127,"(360, 640, 3)","(64, 64, 3)","40,106"
1444,c007,c007_78,8,29.63946029639461,4.521,134,"(360, 640, 3)","(64, 64, 3)","38,103"
1445,c007,c007_79,8,29.354682193110147,4.122,121,"(360, 640, 3)","(64, 64, 3)","32,90"
1446,c008,c008_71,8,29.59375840731773,3.717,110,"(360, 640, 3)","(64, 64, 3)","38,91"
1447,c008,c008_72,8,29.568589432864762,4.126,122,"(360, 640, 3)","(64, 64, 3)","38,96"
1448,c008,c008_73,8,29.38730246742445,3.607,106,"(360, 640, 3)","(64, 64, 3)","31,79"
1449,c008,c008_74,8,29.354682193110147,4.122,121,"(360, 640, 3)","(64, 64, 3)","35,96"
1450,c008,c008_75,8,29.316770186335397,4.025,118,"(360, 640, 3)","(64, 64, 3)","35,93"
1451,c008,c008_76,8,29.54319761668322,4.0280000000000005,119,"(360, 640, 3)","(64, 64, 3)","38,91"
1452,c008,c008_77,8,29.528676888131752,3.522,104,"(360, 640, 3)","(64, 64, 3)","34,81"
1453,c008,c008_78,8,29.28533046749061,3.722,109,"(360, 640, 3)","(64, 64, 3)","33,82"
1454,c008,c008_79,8,29.41874258600237,4.215,124,"(360, 640, 3)","(64, 64, 3)","34,92"
1455,c009,c009_71,8,29.689608636977052,2.2230000000000003,66,"(360, 640, 3)","(64, 64, 3)",45
1456,c009,c009_72,8,29.36689549961861,2.622,77,"(360, 640, 3)","(64, 64, 3)",48
1457,c009,c009_73,8,29.6916634944804,2.627,78,"(360, 640, 3)","(64, 64, 3)",51
1458,c009,c009_74,8,29.691211401425186,2.526,75,"(360, 640, 3)","(64, 64, 3)",49
1459,c009,c009_75,8,29.231218941829876,3.4210000000000003,100,"(360, 640, 3)","(64, 64, 3)",50
1460,c009,c009_76,8,29.69072164948453,2.425,72,"(360, 640, 3)","(64, 64, 3)",49
1461,c009,c009_77,8,29.35097147581645,2.419,71,"(360, 640, 3)","(64, 64, 3)",50
1462,c009,c009_78,8,29.330162504954423,2.523,74,"(360, 640, 3)","(64, 64, 3)",51
1463,c009,c009_79,8,29.30251754023937,2.423,71,"(360, 640, 3)","(64, 64, 3)",50
1464,c010,c010_71,8,29.702970297029704,2.929,87,"(360, 640, 3)","(64, 64, 3)","35,73"
1465,c010,c010_72,8,29.702970297029704,3.03,90,"(360, 640, 3)","(64, 64, 3)","40,76"
1466,c010,c010_73,8,29.7029702970297,3.232,96,"(360, 640, 3)","(64, 64, 3)","48,87"
1467,c010,c010_74,8,29.400955531054763,2.721,80,"(360, 640, 3)","(64, 64, 3)","34,71"
1468,c010,c010_75,8,29.7029702970297,3.232,96,"(360, 640, 3)","(64, 64, 3)","49,85"
1469,c010,c010_76,8,29.450694904037064,3.022,89,"(360, 640, 3)","(64, 64, 3)","41,79"
1470,c010,c010_77,8,29.50310559006211,3.22,95,"(360, 640, 3)","(64, 64, 3)","45,78"
1471,c010,c010_78,8,29.7029702970297,3.232,96,"(360, 640, 3)","(64, 64, 3)","44,82"
1472,c010,c010_79,8,29.47368421052632,3.325,98,"(360, 640, 3)","(64, 64, 3)","47,85"
1473,c011,c011_71,8,29.68827313211281,2.021,60,"(360, 640, 3)","(64, 64, 3)",42
1474,c011,c011_72,8,29.689608636977052,2.2230000000000003,66,"(360, 640, 3)","(64, 64, 3)",46
1475,c011,c011_73,8,29.534109816971718,2.404,71,"(360, 640, 3)","(64, 64, 3)",50
1476,c011,c011_74,8,29.18454935622318,2.33,68,"(360, 640, 3)","(64, 64, 3)",46
1477,c011,c011_75,8,29.25292529252925,2.222,65,"(360, 640, 3)","(64, 64, 3)",45
1478,c011,c011_76,8,29.662921348314605,2.225,66,"(360, 640, 3)","(64, 64, 3)",46
1479,c011,c011_77,8,29.69072164948453,2.425,72,"(360, 640, 3)","(64, 64, 3)",49
1480,c011,c011_78,8,29.31461601981833,2.422,71,"(360, 640, 3)","(64, 64, 3)",45
1481,c011,c011_79,8,29.59927140255009,2.196,65,"(360, 640, 3)","(64, 64, 3)",43
1482,c012,c012_71,8,29.74828375286041,3.933,117,"(360, 640, 3)","(64, 64, 3)","37,61,101"
1483,c012,c012_72,8,29.550533896200644,4.027,119,"(360, 640, 3)","(64, 64, 3)","35,61,104"
1484,c012,c012_73,8,29.338637493784184,4.022,118,"(360, 640, 3)","(64, 64, 3)","36,60,101"
1485,c012,c012_74,8,29.61591855622397,4.322,128,"(360, 640, 3)","(64, 64, 3)","40,64,108"
1486,c012,c012_75,8,29.384544192503466,4.322,127,"(360, 640, 3)","(64, 64, 3)","39,60,110"
1487,c012,c012_76,8,29.340446168768192,4.124,121,"(360, 640, 3)","(64, 64, 3)","37,61,107"
1488,c012,c012_77,8,29.578797917652626,4.226,125,"(360, 640, 3)","(64, 64, 3)","40,65,110"
1489,c012,c012_78,8,29.376924899312957,4.221,124,"(360, 640, 3)","(64, 64, 3)","37,62,108"
1490,c012,c012_79,8,29.59728287239205,4.122,122,"(360, 640, 3)","(64, 64, 3)","38,62,107"
1491,c013,c013_71,8,29.693170570768718,3.031,90,"(360, 640, 3)","(64, 64, 3)","39,74"
1492,c013,c013_72,8,29.500301023479828,3.322,98,"(360, 640, 3)","(64, 64, 3)","42,83"
1493,c013,c013_73,8,29.69283276450512,2.93,87,"(360, 640, 3)","(64, 64, 3)","37,76"
1494,c013,c013_74,8,29.512270891581238,3.219,95,"(360, 640, 3)","(64, 64, 3)","41,81"
1495,c013,c013_75,8,29.45885366634646,3.123,92,"(360, 640, 3)","(64, 64, 3)","39,77"
1496,c013,c013_76,8,29.693486590038308,3.132,93,"(360, 640, 3)","(64, 64, 3)","36,78"
1497,c013,c013_77,8,29.648727038349985,3.103,92,"(360, 640, 3)","(64, 64, 3)","37,77"
1498,c013,c013_78,8,29.222676797194623,3.422,100,"(360, 640, 3)","(64, 64, 3)","40,83"
1499,c013,c013_79,8,29.466501240694786,3.224,95,"(360, 640, 3)","(64, 64, 3)","37,78"
1500,c014,c014_71,8,29.509183980728693,3.321,98,"(360, 640, 3)","(64, 64, 3)","35,80"
1501,c014,c014_72,8,29.557938791524982,3.823,113,"(360, 640, 3)","(64, 64, 3)","40,90"
1502,c014,c014_73,8,29.517241379310345,3.625,107,"(360, 640, 3)","(64, 64, 3)","44,90"
1503,c014,c014_74,8,29.265599116510217,3.622,106,"(360, 640, 3)","(64, 64, 3)","40,89"
1504,c014,c014_75,8,29.566178502348713,3.619,107,"(360, 640, 3)","(64, 64, 3)","41,88"
1505,c014,c014_76,8,29.28533046749061,3.722,109,"(360, 640, 3)","(64, 64, 3)","41,92"
1506,c014,c014_77,8,29.52565343659245,4.132,122,"(360, 640, 3)","(64, 64, 3)","33,99"
1507,c014,c014_78,8,29.36670071501533,3.916,115,"(360, 640, 3)","(64, 64, 3)","41,95"
1508,c014,c014_79,8,29.32925274164754,3.921,115,"(360, 640, 3)","(64, 64, 3)","42,96"
1509,c015,c015_71,8,29.702970297029704,2.8280000000000003,84,"(360, 640, 3)","(64, 64, 3)","37,70"
1510,c015,c015_72,8,29.244747302668944,3.522,103,"(360, 640, 3)","(64, 64, 3)","48,87"
1511,c015,c015_73,8,29.7029702970297,3.232,96,"(360, 640, 3)","(64, 64, 3)","39,76"
1512,c015,c015_74,8,29.32472423997848,3.717,109,"(360, 640, 3)","(64, 64, 3)","43,94"
1513,c015,c015_75,8,29.562594268476623,3.315,98,"(360, 640, 3)","(64, 64, 3)","44,83"
1514,c015,c015_76,8,29.7029702970297,3.232,96,"(360, 640, 3)","(64, 64, 3)","41,81"
1515,c015,c015_77,8,29.7029702970297,3.232,96,"(360, 640, 3)","(64, 64, 3)","42,81"
1516,c015,c015_78,8,29.26136363636364,3.52,103,"(360, 640, 3)","(64, 64, 3)","46,84"
1517,c015,c015_79,8,29.7029702970297,3.333,99,"(360, 640, 3)","(64, 64, 3)","42,81"
1518,c016,c016_71,8,29.693486590038308,3.132,93,"(360, 640, 3)","(64, 64, 3)","41,77"
1519,c016,c016_72,8,29.693782864212803,3.233,96,"(360, 640, 3)","(64, 64, 3)","40,78"
1520,c016,c016_73,8,29.693782864212803,3.233,96,"(360, 640, 3)","(64, 64, 3)","42,78"
1521,c016,c016_74,8,29.208069858476357,3.321,97,"(360, 640, 3)","(64, 64, 3)","42,78"
1522,c016,c016_75,8,29.2962851102386,3.3110000000000004,97,"(360, 640, 3)","(64, 64, 3)","45,84"
1523,c016,c016_76,8,29.25211097708082,3.3160000000000003,97,"(360, 640, 3)","(64, 64, 3)","45,80"
1524,c016,c016_77,8,29.239766081871338,3.42,100,"(360, 640, 3)","(64, 64, 3)","48,85"
1525,c016,c016_78,8,29.488517745302715,3.832,113,"(360, 640, 3)","(64, 64, 3)","44,88"
1526,c016,c016_79,8,29.265599116510217,3.622,106,"(360, 640, 3)","(64, 64, 3)","44,90"
1527,c017,c017_71,8,29.28632357122548,3.517,103,"(360, 640, 3)","(64, 64, 3)","46,85"
1528,c017,c017_72,8,29.33637140415836,3.511,103,"(360, 640, 3)","(64, 64, 3)","43,85"
1529,c017,c017_73,8,29.7029702970297,3.333,99,"(360, 640, 3)","(64, 64, 3)","43,84"
1530,c017,c017_74,8,29.26136363636364,3.52,103,"(360, 640, 3)","(64, 64, 3)","44,84"
1531,c017,c017_75,8,29.411764705882355,3.604,106,"(360, 640, 3)","(64, 64, 3)","47,91"
1532,c017,c017_76,8,29.7029702970297,3.333,99,"(360, 640, 3)","(64, 64, 3)","46,86"
1533,c017,c017_77,8,29.51490356516657,3.422,101,"(360, 640, 3)","(64, 64, 3)","44,88"
1534,c017,c017_78,8,29.18673845281949,3.529,103,"(360, 640, 3)","(64, 64, 3)","47,91"
1535,c017,c017_79,8,29.541689674213142,3.622,107,"(360, 640, 3)","(64, 64, 3)","47,87"
1536,c018,c018_71,8,29.353092049016816,3.509,103,"(360, 640, 3)","(64, 64, 3)","34,64,91"
1537,c018,c018_72,8,29.528676888131752,3.522,104,"(360, 640, 3)","(64, 64, 3)","38,64,89"
1538,c018,c018_73,8,29.28533046749061,3.722,109,"(360, 640, 3)","(64, 64, 3)","37,63,88"
1539,c018,c018_74,8,29.680365296803647,3.504,104,"(360, 640, 3)","(64, 64, 3)","38,65,91"
1540,c018,c018_75,8,29.541689674213142,3.622,107,"(360, 640, 3)","(64, 64, 3)","34,67,94"
1541,c018,c018_76,8,29.60969044414536,3.715,110,"(360, 640, 3)","(64, 64, 3)","41,69,95"
1542,c018,c018_77,8,29.281045751633982,3.825,112,"(360, 640, 3)","(64, 64, 3)","42,74,101"
1543,c018,c018_78,8,29.612756264236907,3.512,104,"(360, 640, 3)","(64, 64, 3)","37,64,91"
1544,c018,c018_79,8,29.550209205020924,3.824,113,"(360, 640, 3)","(64, 64, 3)","39,69,95"
1545,c019,c019_71,8,29.684160531940154,4.211,125,"(360, 640, 3)","(64, 64, 3)","45,81,109"
1546,c019,c019_72,8,29.32405566600397,4.024,118,"(360, 640, 3)","(64, 64, 3)","37,72,103"
1547,c019,c019_73,8,29.319118003392298,4.127,121,"(360, 640, 3)","(64, 64, 3)","39,71,103"
1548,c019,c019_74,8,29.296364111953963,3.823,112,"(360, 640, 3)","(64, 64, 3)","38,68,96"
1549,c019,c019_75,8,29.439035697728325,4.314,127,"(360, 640, 3)","(64, 64, 3)","36,79,110"
1550,c019,c019_76,8,29.64335340435387,4.3180000000000005,128,"(360, 640, 3)","(64, 64, 3)","42,75,110"
1551,c019,c019_77,8,29.60935556108485,4.019,119,"(360, 640, 3)","(64, 64, 3)","34,70,99"
1552,c019,c019_78,8,29.61883952415635,4.119,122,"(360, 640, 3)","(64, 64, 3)","36,74,104"
1553,c019,c019_79,8,29.626032054395328,4.118,122,"(360, 640, 3)","(64, 64, 3)","37,76,108"
1554,c020,c020_71,8,29.5774647887324,2.84,84,"(360, 640, 3)","(64, 64, 3)","38,69"
1555,c020,c020_72,8,29.702970297029704,3.131,93,"(360, 640, 3)","(64, 64, 3)","42,76"
1556,c020,c020_73,8,29.43189596167009,2.922,86,"(360, 640, 3)","(64, 64, 3)","38,70"
